emp_no,first_name,last_name,from_date,to_date,titles,dept_name
260920,Irena,Highland,1993-02-03,9999-01-01,Senior Staff,Sales
260922,Irena,Bugrara,1985-05-11,1991-05-11,Engineer,Production
260949,Sudharsan,Oberman,1998-04-24,9999-01-01,Senior Staff,Sales
260969,Aamod,Leuchs,1995-08-05,9999-01-01,Senior Staff,Finance
260981,Reuven,Ermel,1995-11-10,9999-01-01,Senior Staff,Sales
260986,Dung,Cardazo,1990-06-18,9999-01-01,Senior Engineer,Quality Management
260992,Dietrich,Etalle,1988-03-18,1997-03-18,Engineer,Development
260994,Kazuhide,Schonegge,1988-06-12,9999-01-01,Senior Engineer,Development
260998,Vishwani,Zyda,1997-10-31,9999-01-01,Staff,Research
261007,Yakkov,Jayawardene,1995-07-15,9999-01-01,Staff,Sales
261010,Fei,Nourani,2000-01-03,9999-01-01,Engineer,Development
261017,Genta,Varker,1992-09-14,9999-01-01,Senior Staff,Marketing
261053,Uwe,Honglei,1994-03-06,9999-01-01,Senior Staff,Sales
261070,King,Zuberek,1987-06-18,9999-01-01,Senior Engineer,Development
261073,Carrsten,Wilfing,1987-02-26,1992-02-26,Engineer,Production
261075,Chandrasekaran,Esposito,1996-04-27,9999-01-01,Senior Staff,Sales
261087,Teiji,Hegner,1994-04-13,9999-01-01,Senior Staff,Research
261102,Chaoyi,Speckmann,1992-12-05,9999-01-01,Senior Staff,Sales
261109,Bogdan,Quadeer,1999-04-18,9999-01-01,Engineer,Development
261127,Tremaine,Pena,1995-05-19,9999-01-01,Senior Staff,Sales
261130,Brigham,Stassinopoulos,1986-06-30,9999-01-01,Senior Engineer,Production
261135,Chriss,Noriega,1999-10-29,9999-01-01,Engineer,Development
261136,Vishv,Joslin,2002-03-29,9999-01-01,Senior Staff,Sales
261143,Reinhard,Mansanne,1986-02-20,1992-02-20,Engineer,Quality Management
261147,Tommaso,Murillo,1987-02-12,1995-02-12,Engineer,Quality Management
261149,Wayne,Riesenhuber,1985-09-16,9999-01-01,Senior Staff,Research
261153,Fusako,Anily,1988-06-22,1994-06-22,Engineer,Quality Management
261159,Kokou,Janocha,1997-09-07,9999-01-01,Staff,Marketing
261172,Katsuyuki,Luit,1994-11-03,9999-01-01,Senior Staff,Sales
261189,Ottavia,Michaeli,1998-03-22,9999-01-01,Senior Staff,Customer Service
261190,Ranga,Pusterhofer,1998-07-28,9999-01-01,Engineer,Customer Service
261192,Susanta,Schneeberger,1998-05-10,9999-01-01,Staff,Finance
261194,Nimmagadda,Nitta,1988-06-07,1995-06-08,Engineer,Development
261196,Maya,Kitsuregawa,1992-05-24,2001-05-24,Engineer,Development
261213,Abdulah,Covnot,1987-07-25,9999-01-01,Senior Staff,Finance
261225,Parto,Honiden,1987-04-04,1996-04-03,Engineer,Production
261226,Zhaofang,Baby,1992-11-21,9999-01-01,Senior Staff,Sales
261245,Shahab,Schusler,1987-10-22,1995-10-22,Engineer,Development
261247,Sanjiv,Munos,1990-12-15,1996-12-14,Assistant Engineer,Production
261249,Gift,Negoita,1987-06-12,1993-06-11,Engineer,Development
261255,Sven,Michaels,1994-04-17,9999-01-01,Technique Leader,Production
261262,Bikash,Schahn,1992-01-17,9999-01-01,Senior Staff,Human Resources
261271,Dipayan,Murillo,1985-06-06,1991-06-06,Engineer,Production
261272,Fun,Gopalakrishnan,1987-05-01,1993-04-30,Engineer,Production
261274,Mads,Serra,1986-11-19,1991-11-19,Engineer,Development
261279,Ghassan,Sgarro,1986-07-12,9999-01-01,Senior Staff,Sales
261298,Ottavia,Ventosa,1988-11-14,1997-11-14,Engineer,Development
261317,Chenxi,Prenel,1994-03-01,2002-03-01,Engineer,Production
261321,Aram,Eldridge,1996-12-16,9999-01-01,Staff,Sales
261330,Takahira,DiGiano,1985-08-26,1994-08-26,Engineer,Quality Management
261337,Deniz,Leslie,1992-05-27,9999-01-01,Senior Staff,Sales
261346,Elvis,Brendel,1990-10-29,1999-10-29,Assistant Engineer,Production
261351,Ottavia,Erde,1990-03-25,1995-03-25,Engineer,Production
261362,Zdislav,Emiris,1991-06-12,9999-01-01,Senior Staff,Finance
261365,Feiyu,Asmuth,1986-08-06,9999-01-01,Senior Staff,Sales
261372,Xianlong,Uhrig,1992-03-06,9999-01-01,Senior Engineer,Production
261374,Arumugam,Antonisse,1986-07-26,1992-07-25,Engineer,Production
261383,Elliott,Manders,1996-11-14,9999-01-01,Senior Staff,Marketing
261385,Roddy,Angel,1987-04-25,1994-04-25,Engineer,Development
261403,Berna,Uhrig,1997-11-10,9999-01-01,Senior Staff,Human Resources
261409,Chiradeep,Cairo,1994-11-04,9999-01-01,Senior Staff,Sales
261416,Sreenivas,Vilarrasa,2001-08-10,9999-01-01,Senior Staff,Finance
261421,Bingning,Tramer,1995-03-10,9999-01-01,Senior Staff,Research
261427,Ioana,Sinicrope,1988-04-08,1997-04-08,Engineer,Production
261437,Niclas,Cairo,1987-05-10,1992-05-09,Engineer,Production
261446,Erzsebet,Ligten,1993-03-06,9999-01-01,Senior Staff,Sales
261451,Randi,Gide,2002-02-14,9999-01-01,Senior Staff,Sales
261458,Eberhardt,Swiss,1993-03-16,9999-01-01,Technique Leader,Development
261468,Radoslaw,Covnot,1985-02-04,1991-02-04,Engineer,Development
261486,Bezalel,Schreiter,2001-07-21,9999-01-01,Senior Staff,Marketing
261507,George,Driscoll,1996-11-20,9999-01-01,Senior Staff,Finance
261510,Takahito,Ohori,1998-05-01,9999-01-01,Senior Engineer,Development
261516,Kitty,Ravishankar,1996-07-11,9999-01-01,Staff,Human Resources
261517,Caolyn,Orsini,1994-05-07,9999-01-01,Senior Staff,Research
261526,Fumiyo,Munro,1991-04-10,9999-01-01,Senior Staff,Sales
261527,Arunachalam,Butner,1996-05-27,2002-05-27,Engineer,Development
261548,Gita,Karunanithi,1996-03-10,9999-01-01,Staff,Sales
261569,Thodoros,Albarhamtoshy,1999-10-08,9999-01-01,Senior Staff,Sales
261575,Maha,Comte,1988-05-22,9999-01-01,Senior Staff,Human Resources
261580,Kellie,Chappelet,2000-01-14,9999-01-01,Engineer,Production
261595,Kankanahalli,Dymetman,1988-05-17,9999-01-01,Technique Leader,Production
261597,Shaunak,Prochazka,1997-01-19,9999-01-01,Senior Staff,Marketing
261598,Mostafa,Anily,1995-06-22,9999-01-01,Senior Staff,Human Resources
261599,Jouko,Genin,1985-10-08,9999-01-01,Senior Engineer,Customer Service
261607,Billur,Gunderson,1985-04-16,1991-04-16,Engineer,Development
261615,Faiza,Nittel,1992-05-08,9999-01-01,Senior Staff,Finance
261624,Freyja,Takanami,1996-09-17,9999-01-01,Senior Staff,Human Resources
261627,Mokhtar,Kemmerer,1987-04-24,9999-01-01,Senior Staff,Marketing
261628,Arvin,Rajaraman,1992-01-14,1997-01-13,Engineer,Production
261633,Zhiguo,Hertweck,1985-09-21,9999-01-01,Senior Engineer,Production
261635,Amalendu,Ruther,1986-01-05,1993-01-05,Engineer,Development
261644,Stafford,Codenie,1991-11-04,2000-11-03,Engineer,Development
261648,Zhenbing,Maksimenko,1991-05-29,1996-05-28,Engineer,Production
261651,Angus,Anguita,1999-04-01,9999-01-01,Engineer,Production
261673,Fatemeh,Birta,1998-11-24,9999-01-01,Engineer,Production
261686,Kenton,Perin,1997-01-30,9999-01-01,Senior Engineer,Development
261695,Giri,Acton,1988-07-07,1997-07-07,Engineer,Development
261700,Mamdouh,Gronowski,1999-03-12,9999-01-01,Assistant Engineer,Development
261702,Goa,Kaltofen,1994-06-14,1999-06-14,Engineer,Development
261729,Oldrich,Mawatari,1987-06-09,9999-01-01,Senior Engineer,Development
261732,Bogdan,Pfau,2001-03-05,9999-01-01,Senior Staff,Finance
261738,Radhia,Velardi,1995-10-29,9999-01-01,Engineer,Production
261750,Anyuan,Codenie,1985-09-13,9999-01-01,Senior Engineer,Production
261754,Tzvetan,Bala,1988-10-08,1997-10-08,Engineer,Development
261764,Kenton,Viele,1986-07-21,9999-01-01,Senior Engineer,Development
261772,Weiyi,Esteva,1997-07-18,9999-01-01,Staff,Customer Service
261779,Yahiko,Dichev,1986-02-13,9999-01-01,Senior Engineer,Quality Management
261786,Pantung,Fontet,1994-07-24,9999-01-01,Senior Staff,Customer Service
261801,Van,Kinley,1997-07-14,9999-01-01,Senior Staff,Sales
261803,Hugh,Kowalchuk,1985-05-10,9999-01-01,Senior Engineer,Production
261805,Akeel,Veeraraghavan,1987-08-24,9999-01-01,Senior Engineer,Development
261811,Kensei,Middleton,1985-06-26,9999-01-01,Senior Staff,Research
261815,Makato,Zaumen,1988-03-25,1997-03-25,Engineer,Development
261817,Guadalupe,Kowalchuk,1989-01-14,1997-01-14,Assistant Engineer,Development
261826,Martins,Ulupinar,1996-04-29,9999-01-01,Engineer,Research
261846,Phuoc,Farris,1986-02-07,1991-02-07,Engineer,Development
261849,Alselm,Makinen,1987-08-20,1993-08-19,Engineer,Development
261852,Vesna,Orsini,1992-04-24,9999-01-01,Senior Staff,Research
261853,Cedric,Gerlach,2001-07-05,9999-01-01,Senior Staff,Customer Service
261856,Domenico,Gente,1999-02-12,9999-01-01,Staff,Sales
261862,Demin,Penn,1995-05-14,2001-05-13,Engineer,Development
261866,Michaela,Juneja,1992-01-01,1996-12-31,Engineer,Development
261874,Elrique,Mandelberg,1992-11-23,9999-01-01,Senior Staff,Sales
261883,Froduald,Versino,1985-03-17,9999-01-01,Senior Engineer,Quality Management
261894,Nechama,Versino,1997-05-15,9999-01-01,Senior Staff,Sales
261897,Moss,Molberg,1988-05-29,9999-01-01,Senior Engineer,Production
261900,Zongyan,Randt,1989-02-26,1995-02-26,Engineer,Production
261901,Richara,Covnot,1988-02-21,1996-02-21,Engineer,Production
261904,Gurbir,Raczkowsky,1986-04-01,1994-04-01,Engineer,Production
261912,Pranjal,Ghalwash,1991-05-20,9999-01-01,Senior Staff,Finance
261957,Thodoros,Gecseg,1995-08-31,2000-08-30,Assistant Engineer,Production
261960,Xinyu,Mahnke,1986-11-20,1993-11-20,Engineer,Development
261962,Boutros,Ramaiah,1987-02-11,9999-01-01,Senior Engineer,Quality Management
261978,Mahendra,Willoner,1986-05-08,1993-05-08,Engineer,Production
261987,Sanjoy,Kushner,1995-03-29,9999-01-01,Senior Staff,Research
262003,Xuejia,Werthner,1993-12-05,9999-01-01,Senior Staff,Marketing
262027,Georg,Schauser,1988-09-11,9999-01-01,Senior Engineer,Quality Management
262035,Clyde,Streng,1988-10-21,1993-10-21,Engineer,Production
262041,Eckart,Valette,1993-06-24,2002-06-24,Engineer,Production
262043,Jasminko,Schrooten,1993-09-22,9999-01-01,Senior Engineer,Production
262047,Aksel,Thibadeau,1985-05-07,1994-05-07,Engineer,Development
262051,Martien,Cummings,1985-05-28,9999-01-01,Senior Engineer,Development
262053,Hailing,Colorni,1985-10-29,1994-10-29,Engineer,Development
262057,Dinah,Bojadziev,1999-06-17,9999-01-01,Staff,Sales
262080,Rosine,Validov,1997-05-02,9999-01-01,Engineer,Production
262105,Heeju,Perly,1999-03-29,9999-01-01,Senior Staff,Marketing
262116,Shunichi,Swift,1999-06-26,9999-01-01,Senior Engineer,Production
262132,Genevieve,Lichtman,1996-04-15,9999-01-01,Senior Engineer,Production
262141,Bartek,Kilgour,1985-06-07,1991-06-07,Engineer,Production
262168,Youjian,Pews,1994-11-27,9999-01-01,Senior Staff,Sales
262178,Stein,Dalphin,1997-05-30,9999-01-01,Engineer,Development
262184,Trygve,Farrel,1985-06-29,1993-06-29,Engineer,Development
262190,Marin,Hofman,2001-09-10,9999-01-01,Senior Staff,Customer Service
262212,Evgueni,Clouatre,1995-05-01,2000-04-30,Engineer,Production
262216,Ennio,Auria,2002-07-04,9999-01-01,Senior Staff,Sales
262243,Qunsheng,Buchter,1990-07-28,9999-01-01,Senior Staff,Human Resources
262260,Ishfaq,Lund,1998-10-06,9999-01-01,Senior Engineer,Development
262271,Martina,Maliniak,1995-09-25,9999-01-01,Engineer,Development
262273,Yakkov,Guting,1992-10-28,9999-01-01,Senior Staff,Human Resources
262292,Hyuckchul,Cardazo,1994-06-28,9999-01-01,Staff,Research
262296,Harngdar,Rindone,1989-08-18,1997-08-18,Engineer,Development
262304,Izaskun,Schwartzburd,1987-12-24,1996-12-23,Engineer,Production
262319,Mooi,Barreiro,1990-11-27,9999-01-01,Technique Leader,Development
262323,Sugwoo,Rodiger,1994-02-09,1999-02-09,Engineer,Development
262325,Zejun,Luit,1986-07-21,1992-07-20,Engineer,Quality Management
262333,Fayez,Haumacher,1988-01-11,9999-01-01,Senior Engineer,Development
262340,Zengping,Deverell,1988-01-15,9999-01-01,Senior Staff,Sales
262348,Aksel,Frezza,1988-01-04,9999-01-01,Senior Staff,Sales
262362,Arnd,Birge,1986-03-09,1992-03-08,Engineer,Development
262368,Shir,Masamoto,1998-03-21,9999-01-01,Senior Staff,Sales
262371,Ute,Weedman,1996-01-04,2002-01-03,Engineer,Production
262373,Sahrah,Koblitz,1986-08-05,1992-08-04,Engineer,Development
262384,Angus,Msuda,1991-02-11,1998-02-11,Engineer,Production
262392,Teiji,Majewski,1987-05-02,1993-05-01,Engineer,Development
262397,Marin,Kobara,1985-07-29,1992-07-29,Engineer,Production
262428,Changho,Gerlach,1991-05-19,9999-01-01,Senior Staff,Sales
262451,Baoqiu,Pokrovskii,1997-07-01,9999-01-01,Assistant Engineer,Development
262457,Stein,Collavizza,1998-04-30,9999-01-01,Engineer,Development
262478,Otilia,Pargas,1991-10-06,9999-01-01,Senior Staff,Human Resources
262485,Tsvetan,Danecki,1996-05-04,9999-01-01,Assistant Engineer,Development
262486,Pranas,Farrow,1985-04-26,1990-04-26,Engineer,Quality Management
262498,Navin,Sluis,1992-01-30,9999-01-01,Senior Staff,Human Resources
262505,Shahab,Peris,1993-03-08,1999-03-08,Engineer,Production
262506,Masamitsu,Fordan,1985-10-24,9999-01-01,Senior Staff,Sales
262511,Fatemeh,Jansen,1999-02-25,9999-01-01,Engineer,Development
262516,Kayoko,Nilsson,1986-01-13,1993-01-13,Engineer,Production
262526,Shaunak,Mateescu,1997-06-14,9999-01-01,Senior Staff,Human Resources
262550,Masako,Baranowski,1996-05-16,9999-01-01,Senior Staff,Sales
262557,Rosalie,Barriga,1993-10-15,9999-01-01,Senior Staff,Sales
262566,Rafols,Ladret,1988-04-07,1995-04-08,Assistant Engineer,Production
262572,Xiaobin,Srimani,1995-10-22,9999-01-01,Senior Staff,Sales
262591,Vivian,Ramalingam,1996-11-17,9999-01-01,Senior Staff,Sales
262608,Aria,Pfau,1991-11-10,9999-01-01,Senior Engineer,Production
262611,Georgy,Nitsche,1996-11-24,9999-01-01,Engineer,Development
262625,Gopalakrishnan,Streit,1995-06-14,9999-01-01,Senior Staff,Marketing
262635,Marit,Syrzycki,1988-04-27,9999-01-01,Senior Staff,Sales
262645,Martins,Ranum,1998-04-23,9999-01-01,Staff,Sales
262663,Fumino,Riexinger,2002-05-28,9999-01-01,Senior Staff,Sales
262673,Kazuhira,Wixon,1996-10-27,9999-01-01,Engineer,Quality Management
262677,Eishiro,Zumaque,1992-03-02,9999-01-01,Senior Staff,Sales
262679,Sahrah,Gyimothy,1987-12-21,1994-12-21,Engineer,Development
262696,Mart,Setlzner,1988-01-11,9999-01-01,Technique Leader,Production
262700,Ishfaq,Sooriamurthi,1997-01-03,9999-01-01,Engineer,Production
262709,Parto,Cmelik,1995-11-03,9999-01-01,Senior Staff,Marketing
262715,Boaz,Montresor,1989-10-14,1994-10-14,Engineer,Production
262725,Miyeon,Schiettecatte,1986-07-24,1995-07-24,Engineer,Development
262736,Maris,Waschkowski,1996-10-26,9999-01-01,Assistant Engineer,Development
262755,Arunachalam,Collette,1992-08-15,2001-08-15,Engineer,Quality Management
262766,Hauke,Meszaros,1998-06-18,9999-01-01,Senior Staff,Sales
262790,Supot,Compeau,1997-09-08,9999-01-01,Senior Staff,Customer Service
262801,Aamer,Krider,1994-08-15,2000-08-14,Engineer,Development
262814,Vasiliy,Coullard,1986-10-04,9999-01-01,Senior Engineer,Development
262844,Jovan,Capobianchi,1995-03-18,9999-01-01,Staff,Marketing
262856,Yinghua,Jarecki,1985-06-09,1992-06-09,Engineer,Production
262866,Poorav,Morrow,1994-01-04,9999-01-01,Engineer,Development
262868,Arnould,Seiwald,1999-03-15,9999-01-01,Senior Staff,Sales
262879,Mostafa,Zedlitz,1988-08-28,1993-08-28,Engineer,Development
262882,Hatsukazu,Erdi,1997-01-05,9999-01-01,Senior Engineer,Development
262894,Mara,Gajiwala,1987-02-03,9999-01-01,Senior Staff,Research
262900,IEEE,Egerstedt,1987-06-15,1996-06-14,Assistant Engineer,Development
262902,Wayne,Guting,1999-06-27,9999-01-01,Staff,Marketing
262903,Geoff,Pettit,1993-07-10,9999-01-01,Senior Engineer,Production
262919,Naftali,Gist,1993-10-01,9999-01-01,Senior Staff,Sales
262934,Breannda,Gini,1988-02-07,1997-02-06,Engineer,Development
262953,Maha,Feldmann,1988-12-19,1993-12-19,Engineer,Quality Management
262975,Suvo,Lanphier,1986-08-29,1991-08-29,Engineer,Production
262993,Guttorm,Danley,2000-06-03,9999-01-01,Senior Staff,Customer Service
263000,Mayuko,Bale,1989-07-04,9999-01-01,Senior Staff,Sales
263001,Gennady,Versino,1985-09-11,9999-01-01,Senior Engineer,Production
263002,Ramzi,Bernatsky,1994-12-05,9999-01-01,Senior Staff,Sales
263025,Idoia,Ginneken,1997-11-07,9999-01-01,Senior Staff,Sales
263028,Kazuhiko,Homond,1994-07-20,2000-07-19,Engineer,Development
263039,Susuma,Egerstedt,1987-01-28,1995-01-28,Engineer,Production
263056,Kasidit,Vanwelkenhuysen,1994-09-22,9999-01-01,Senior Staff,Research
263057,Shigenori,Yeung,1990-07-18,9999-01-01,Senior Staff,Research
263061,Xiaobin,Jenevein,2002-04-21,9999-01-01,Senior Staff,Sales
263062,Berto,Piancastelli,1985-08-14,1994-08-14,Engineer,Development
263070,Subhrajyoti,Raney,1996-06-26,9999-01-01,Engineer,Development
263074,Masadi,Schapire,1987-09-13,1993-09-12,Engineer,Quality Management
263082,Bluma,Roisin,1993-12-02,9999-01-01,Senior Staff,Research
263084,Subhrajyoti,Ranai,1999-05-04,9999-01-01,Engineer,Development
263088,Xianlong,Undy,2002-07-31,9999-01-01,Senior Staff,Human Resources
263111,Arup,Avouris,1988-03-20,1996-03-20,Engineer,Development
263112,Zhiwei,Angelopoulos,1987-10-07,1994-10-07,Engineer,Production
263116,Baziley,Jullig,1986-09-04,9999-01-01,Technique Leader,Development
263122,Hyuckchul,Ranai,1998-11-10,9999-01-01,Engineer,Development
263124,Chinya,Bellmore,1997-09-12,9999-01-01,Senior Staff,Marketing
263126,Berry,Hinsberger,1996-08-06,9999-01-01,Senior Staff,Sales
263130,Haldun,Grandbois,1986-09-19,9999-01-01,Senior Engineer,Production
263140,Abdulla,Iisaku,1998-01-05,9999-01-01,Senior Staff,Sales
263141,Niclas,Stavenow,1994-10-31,9999-01-01,Senior Staff,Human Resources
263142,Masaki,Linares,1993-02-24,9999-01-01,Senior Staff,Sales
263143,Berhard,Baca,1997-11-17,9999-01-01,Engineer,Development
263147,Fumiya,Broomell,1996-04-09,2001-04-09,Engineer,Production
263166,Iara,Salinas,1988-09-07,1996-09-07,Assistant Engineer,Production
263169,Kamakshi,Schaad,1988-01-15,9999-01-01,Senior Staff,Marketing
263174,Shen,Wielonsky,1986-05-24,1995-05-24,Assistant Engineer,Production
263182,Yongmin,Garnham,1985-11-16,1992-11-16,Engineer,Quality Management
263183,Giri,Awdeh,2001-09-06,9999-01-01,Senior Staff,Human Resources
263194,Ranan,Gini,1996-08-31,9999-01-01,Senior Engineer,Production
263198,Sampalli,Genther,1991-07-02,9999-01-01,Senior Staff,Finance
263202,Adhemar,Lyonns,1992-09-14,9999-01-01,Senior Staff,Customer Service
263209,Howell,Schieder,1985-02-08,9999-01-01,Senior Engineer,Development
263210,Atreyi,Hoppenstand,1997-12-09,9999-01-01,Engineer,Production
263219,Hisao,Pokrovskii,1989-08-03,1996-08-03,Engineer,Development
263234,Xiaocheng,Rassart,1998-01-14,9999-01-01,Senior Staff,Sales
263235,Elgin,Doering,1986-04-04,1992-04-03,Engineer,Development
263243,Amstein,Giveon,2001-03-21,9999-01-01,Senior Staff,Sales
263248,Jeong,Fiebach,1988-11-19,9999-01-01,Technique Leader,Development
263270,Bedir,Sullins,1988-10-04,9999-01-01,Senior Engineer,Production
263274,Amalendu,Engberts,1987-02-10,1995-02-10,Engineer,Development
263282,Siddarth,Kranzdorf,1995-09-01,9999-01-01,Senior Staff,Marketing
263305,Arie,Luit,1986-09-03,1991-09-03,Engineer,Development
263313,Mitsuyuki,Perko,1987-04-30,1993-04-29,Engineer,Production
263318,Kazuhisa,Muhling,1998-05-11,9999-01-01,Technique Leader,Production
263335,Leah,Rullman,1991-01-22,2000-01-22,Engineer,Quality Management
263349,Lucien,Naumovich,1990-04-28,9999-01-01,Technique Leader,Production
263354,Emdad,Caine,1995-12-25,9999-01-01,Staff,Sales
263360,Sanjeeva,Butterworth,1987-08-04,9999-01-01,Senior Staff,Research
263366,Ewing,Bolotov,1987-10-12,1993-10-11,Engineer,Development
263374,Arnould,Farrar,1990-12-18,9999-01-01,Technique Leader,Development
263380,Haldon,Samarati,1994-10-04,9999-01-01,Senior Staff,Marketing
263398,Rutger,Gente,1996-08-29,9999-01-01,Staff,Human Resources
263399,Mariangiola,Gils,1999-09-15,9999-01-01,Staff,Customer Service
263400,Mads,Solovay,1993-11-10,9999-01-01,Technique Leader,Quality Management
263429,Claudi,Kropf,1993-07-07,9999-01-01,Senior Staff,Human Resources
263440,Selwyn,Haumacher,1988-05-30,9999-01-01,Senior Staff,Research
263448,Gopalakrishnan,Brodal,1992-01-27,1997-01-26,Assistant Engineer,Production
263456,Shichao,Nourani,1996-10-03,9999-01-01,Engineer,Production
263461,Vugranam,Munro,1998-04-16,9999-01-01,Engineer,Production
263462,Theron,Jarecki,1985-05-02,9999-01-01,Senior Staff,Human Resources
263471,Candida,Fiebach,1988-01-27,1994-01-26,Engineer,Production
263500,Sachio,Gyorkos,1994-12-09,9999-01-01,Senior Staff,Customer Service
263510,Deniz,Bolotov,1997-08-22,9999-01-01,Engineer,Development
263514,Mayuko,Lorie,1991-07-08,1997-07-07,Engineer,Quality Management
263516,Youssef,Berendt,1985-09-04,1991-09-04,Engineer,Quality Management
263517,Remko,Strandh,1999-04-10,9999-01-01,Staff,Sales
263525,Reinhard,Baek,1994-02-19,9999-01-01,Senior Staff,Sales
263540,Dharmaraja,Cummings,1986-08-14,1993-08-14,Engineer,Quality Management
263544,Kazuyasu,Baez,1996-08-28,9999-01-01,Senior Engineer,Development
263551,KayLiang,Uhrik,1998-06-10,9999-01-01,Senior Staff,Sales
263569,Barun,Gips,1992-04-29,9999-01-01,Senior Staff,Sales
263573,Visit,Anguita,1999-10-05,9999-01-01,Engineer,Development
263574,Teunis,Erie,1999-07-19,9999-01-01,Staff,Finance
263577,Ulf,Cullers,1993-01-08,9999-01-01,Senior Staff,Customer Service
263582,Froduald,Ruther,1988-10-01,9999-01-01,Senior Engineer,Production
263583,Fun,Speel,1985-12-20,1992-12-20,Engineer,Production
263587,Suzette,Heydon,1987-05-28,9999-01-01,Technique Leader,Development
263590,Jinpo,Erev,1986-08-31,1991-08-31,Engineer,Development
263591,Parviz,Restivo,1992-03-19,9999-01-01,Senior Staff,Customer Service
263599,Fen,VanScheik,2001-07-18,9999-01-01,Senior Staff,Sales
263630,Ute,Terekhov,1994-07-28,9999-01-01,Senior Staff,Customer Service
263640,Gina,Alpin,1998-08-05,9999-01-01,Senior Engineer,Production
263646,Nathalie,Remmele,1991-07-25,9999-01-01,Senior Engineer,Production
263647,Weidon,Hellwagner,1986-04-12,1995-04-12,Engineer,Development
263655,Florina,Stifter,1985-03-29,9999-01-01,Senior Staff,Finance
263661,Luisa,Kaelbling,1987-04-08,1994-04-08,Engineer,Quality Management
263713,Abdulla,Bashian,1987-06-20,1993-06-19,Engineer,Development
263714,Yagil,Kleiser,1993-06-10,9999-01-01,Senior Staff,Sales
263730,Huai,Frezza,1987-09-08,1996-09-07,Engineer,Production
263735,Magdalena,Siksek,1998-07-28,9999-01-01,Senior Staff,Sales
263738,Kazunori,Bressoud,1991-07-13,1996-07-12,Engineer,Development
263777,Janche,Oppitz,1985-11-09,9999-01-01,Senior Staff,Research
263790,Hauke,Christ,1993-07-14,2000-07-14,Engineer,Development
263792,Brigham,Merel,1988-10-18,9999-01-01,Senior Engineer,Production
263804,Takanari,Ellozy,1985-11-01,1993-11-01,Engineer,Production
263822,Seongbin,Ananiadou,1988-04-27,1997-04-27,Engineer,Research
263824,Yolla,Constantine,1988-11-22,9999-01-01,Senior Engineer,Development
263829,Jagoda,Ohori,1990-02-16,1995-02-16,Engineer,Development
263868,Chinhyun,Koprowski,1995-04-07,9999-01-01,Senior Staff,Sales
263879,Tianruo,Carrere,1987-12-09,1995-12-09,Engineer,Development
263887,Pranas,Chinen,1985-10-19,1992-10-19,Engineer,Development
263892,Elzbieta,Dymetman,1994-08-27,9999-01-01,Senior Staff,Sales
263893,Masali,Dolinsky,1994-08-21,9999-01-01,Senior Staff,Customer Service
263913,Sampalli,Berstel,1991-04-11,9999-01-01,Senior Staff,Customer Service
263920,Pintsang,Gecsel,2002-03-23,9999-01-01,Senior Staff,Marketing
263925,Poorav,Yamaashi,1988-03-05,1994-03-05,Assistant Engineer,Production
263927,Charlene,Zaccaria,1988-06-22,9999-01-01,Senior Engineer,Production
263940,Suebskul,Emmerich,1996-07-13,9999-01-01,Senior Staff,Finance
263947,Siamak,Markovitch,1987-01-03,1996-01-03,Engineer,Development
263952,Vincent,Joslin,1993-07-13,9999-01-01,Senior Staff,Customer Service
263953,Rosli,Oxman,1996-03-11,9999-01-01,Assistant Engineer,Production
263956,Shaowen,Schmiedel,1998-07-23,9999-01-01,Engineer,Development
263967,Pranav,Farrag,1992-06-20,9999-01-01,Senior Staff,Finance
263973,Armond,Vecchi,1999-11-20,9999-01-01,Senior Staff,Research
263985,Tiina,Stifter,1994-07-17,9999-01-01,Senior Staff,Sales
263988,Licheng,Sinitsyn,1988-12-24,9999-01-01,Senior Staff,Finance
263993,Reinhold,Anick,1997-05-20,9999-01-01,Senior Engineer,Quality Management
263997,Gita,Begiun,1990-01-11,9999-01-01,Technique Leader,Development
264004,Chiradeep,Compeau,1998-04-24,9999-01-01,Technique Leader,Production
264013,Baziley,Stifter,1997-09-07,9999-01-01,Staff,Sales
264018,Djenana,Lorcy,2002-01-10,9999-01-01,Senior Staff,Sales
264019,Ulises,Barreiro,1996-05-08,9999-01-01,Senior Staff,Sales
264044,Gay,Kalloufi,1989-05-27,1996-05-27,Engineer,Production
264057,Pranav,Cmelik,1985-04-02,1994-04-02,Engineer,Production
264074,Martine,Serov,1997-08-24,9999-01-01,Senior Staff,Customer Service
264081,Sadok,Feldmann,1991-12-07,2000-12-06,Engineer,Development
264083,Vojin,Acton,1994-02-17,9999-01-01,Senior Staff,Human Resources
264086,Aris,Deverell,2001-10-10,9999-01-01,Senior Staff,Sales
264087,Shridhar,Simkin,1985-05-27,1994-05-27,Engineer,Production
264096,Serenella,Valiente,1995-01-27,9999-01-01,Engineer,Development
264098,Sverrir,Rohrbach,1998-12-19,9999-01-01,Engineer,Development
264099,Toshimitsu,Rettelbach,1996-08-03,9999-01-01,Senior Engineer,Development
264105,Rasikan,Lichtman,1996-01-03,9999-01-01,Staff,Research
264107,Shalesh,Chenney,2000-03-19,9999-01-01,Senior Staff,Finance
264122,Hyuckchul,Oppitz,1987-03-04,1995-03-04,Assistant Engineer,Production
264125,Arnould,Thibadeau,1991-04-27,9999-01-01,Senior Staff,Sales
